"SiteCodeKey","SysCode","InvEventKey","InvYear","InvGear"
"620","IR12-169","IR","invPFfor-IR12-169-jul",2012,"PONARfull"
"621","IR12-170","IR","invLTeth-IR12-170-aug",2012,"lighttrap"
"622","IR12-171","IR","invPFfor-IR12-171-aug",2012,"PONARfull"
"623","IR12-172","IR","invLTeth-IR12-172-aug",2012,"lighttrap"
"624","IR12-173","IR",NA,NA,NA
"625","IR12-174","IR","invLTeth-IR12-174-aug",2012,"lighttrap"
"626","IR12-175","IR","invPFfor-IR12-175-aug",2012,"PONARfull"
"627","IR12-176","IR","invLTeth-IR12-176-aug",2012,"lighttrap"
"628","IR12-177","IR","invPFfor-IR12-177-aug",2012,"PONARfull"
"629","IR12-178","IR","invPFfor-IR12-178-aug",2012,"PONARfull"
"630","IR12-179","IR","invVMfor-IR12-179-aug",2012,"vacuum"
"631","IR12-180","IR","invPFfor-IR12-180-aug",2012,"PONARfull"
"632","IR12-181","IR",NA,NA,NA
"633","IR12-182","IR","invPFfor-IR12-182-aug",2012,"PONARfull"
"634","IR12-183","IR","invLTeth-IR12-183-aug",2012,"lighttrap"
"635","IR12-184","IR",NA,NA,NA
"636","IR12-185","IR","invPFfor-IR12-185-aug",2012,"PONARfull"
"637","IR12-186","IR","invPFfor-IR12-186-aug",2012,"PONARfull"
"638","IR12-187","IR","invLTeth-IR12-187-aug",2012,"lighttrap"
"639","IR12-188","IR","invPFfor-IR12-188-aug",2012,"PONARfull"
"640","IR12-189","IR","invPFfor-IR12-189-aug",2012,"PONARfull"
"641","IR12-190","IR","invLTeth-IR12-190-aug",2012,"lighttrap"
"642","IR12-191","IR","invPFfor-IR12-191-aug",2012,"PONARfull"
"643","IR12-192","IR","invSWeth-IR12-192-jul",2012,"sweepnet"
"644","IR12-193","IR","invVMfor-IR12-193-aug",2012,"vacuum"
"645","IR12-194","IR","invVMfor-IR12-194-aug",2012,"vacuum"
"646","IR12-194","IR","invHDfor-IR12-194-aug",2012,"hesterdendy"
"647","IR12-194","IR","invLTeth-IR12-194-aug",2012,"lighttrap"
"648","IR12-195","IR","invVMfor-IR12-195-aug",2012,"vacuum"
"649","IR12-196","IR","invPFfor-IR12-196-aug",2012,"PONARfull"
"650","IR12-197","IR","invPFfor-IR12-197-aug",2012,"PONARfull"
"651","IR12-198","IR","invPFfor-IR12-198-aug",2012,"PONARfull"
"652","IR12-199","IR","invPFfor-IR12-199-aug",2012,"PONARfull"
"653","IR12-200","IR","invRBfor-IR12-200-aug",2012,"rockbag"
"654","IR12-200","IR","invPFeth-IR12-200-aug",2012,"PONARfull"
"655","IR12-200","IR","invHDeth-IR12-200-aug",2012,"hesterdendy"
"656","IR12-200","IR","invRBeth-IR12-200-aug",2012,"rockbag"
"657","IR12-200","IR","invHDfor-IR12-200-aug",2012,"hesterdendy"
"658","IR12-200","IR","invPFfor-IR12-200-aug",2012,"PONARfull"
"659","IR12-211","IR","invPFfor-IR12-211-aug",2012,"PONARfull"
"660","IR12-214","IR","invPFfor-IR12-214-aug",2012,"PONARfull"
"661","IR12-229","IR","invPFfor-IR12-229-aug",2012,"PONARfull"
"662","IR12-309","IR","invSWeth-IR12-309-aug",2012,"sweepnet"
"663","IR12-313","IR","invSWeth-IR12-313-aug",2012,"sweepnet"
"664","IR12-345","IR","invSWeth-IR12-345-aug",2012,"sweepnet"
"665","IR12-508","IR","invSWeth-IR12-508-aug",2012,"sweepnet"
"666","IR12-516","IR","invSWeth-IR12-516-aug",2012,"sweepnet"
"667","IR12-704","IR","invSWeth-IR12-704-aug",2012,"sweepnet"
"668","IR12-720","IR","invSWeth-IR12-720-aug",2012,"sweepnet"
"669","SL12-001","SLRE","invPPfor-SL12-001-sep",2012,"PONARpetite"
"670","SL12-002","SLRE","invPPfor-SL12-002-sep",2012,"PONARpetite"
"671","SL12-003","SLRE","invPPfor-SL12-003-sep",2012,"PONARpetite"
"672","SL12-004","SLRE","invPPfor-SL12-004-sep",2012,"PONARpetite"
"673","SL12-005","SLRE","invPPfor-SL12-005-sep",2012,"PONARpetite"
"674","SL12-006","SLRE","invPPfor-SL12-006-sep",2012,"PONARpetite"
"675","SL12-007","SLRE","invPPfor-SL12-007-sep",2012,"PONARpetite"
"676","SL12-007","SLRE","invHDfor-SL12-007-sep",2012,"hesterdendy"
"677","SL12-008","SLRE","invHDfor-SL12-008-sep",2012,"hesterdendy"
"678","SL12-008","SLRE","invPPfor-SL12-008-sep",2012,"PONARpetite"
"679","SL12-009","SLRE","invPPfor-SL12-009-sep",2012,"PONARpetite"
"680","SL12-010","SLRE","invHDfor-SL12-010-sep",2012,"hesterdendy"
"681","SL12-010","SLRE","invPPfor-SL12-010-sep",2012,"PONARpetite"
"682","SL12-011","SLRE","invSWfor-SL12-011-sep",2012,"sweepnet"
"683","SL12-011","SLRE","invPPfor-SL12-011-sep",2012,"PONARpetite"
"684","SL12-011","SLRE","invHDfor-SL12-011-sep",2012,"hesterdendy"
"685","SL12-012","SLRE","invSWfor-SL12-012-sep",2012,"sweepnet"
"686","SL12-012","SLRE","invPPfor-SL12-012-sep",2012,"PONARpetite"
"687","SL12-013","SLRE","invPPfor-SL12-013-sep",2012,"PONARpetite"
"688","SL12-014","SLRE","invPPfor-SL12-014-sep",2012,"PONARpetite"
"689","SL12-014","SLRE","invHDfor-SL12-014-sep",2012,"hesterdendy"
"690","SL12-015","SLRE","invPPfor-SL12-015-sep",2012,"PONARpetite"
"691","SL12-016","SLRE","invPPfor-SL12-016-sep",2012,"PONARpetite"
"692","SL12-017","SLRE","invPPfor-SL12-017-sep",2012,"PONARpetite"
"693","SL12-017","SLRE","invHDfor-SL12-017-sep",2012,"hesterdendy"
"694","SL12-018","SLRE","invPPfor-SL12-018-sep",2012,"PONARpetite"
"695","SL12-018","SLRE","invSWfor-SL12-018-sep",2012,"sweepnet"
"696","SL12-018","SLRE","invHDfor-SL12-018-sep",2012,"hesterdendy"
"697","SL12-019","SLRE","invPPfor-SL12-019-sep",2012,"PONARpetite"
"698","SL12-019","SLRE","invBSeth-SL12-019-sep",2012,"benthicsled"
"699","SL12-020","SLRE","invBSeth-SL12-020-sep",2012,"benthicsled"
"700","SL12-020","SLRE","invPPfor-SL12-020-sep",2012,"PONARpetite"
"701","SL12-021","SLRE","invHDfor-SL12-021-sep",2012,"hesterdendy"
"702","SL12-022","SLRE","invPPfor-SL12-022-sep",2012,"PONARpetite"
"703","SL12-022","SLRE","invHDfor-SL12-022-sep",2012,"hesterdendy"
"704","SL12-023","SLRE","invPPfor-SL12-023-sep",2012,"PONARpetite"
"705","SL12-023","SLRE","invHDfor-SL12-023-sep",2012,"hesterdendy"
"706","SL12-024","SLRE","invBSeth-SL12-024-sep",2012,"benthicsled"
"707","SL12-024","SLRE","invPPfor-SL12-024-sep",2012,"PONARpetite"
"708","SL12-025","SLRE","invBSeth-SL12-025-sep",2012,"benthicsled"
"709","SL12-025","SLRE","invPPfor-SL12-025-sep",2012,"PONARpetite"
"710","SL12-026","SLRE","invPPfor-SL12-026-sep",2012,"PONARpetite"
"711","SL12-026","SLRE","invBSeth-SL12-026-sep",2012,"benthicsled"
"712","SL12-027","SLRE",NA,NA,NA
"713","SL12-028","SLRE",NA,NA,NA
"714","SL12-029","SLRE","invBSeth-SL12-029-sep",2012,"benthicsled"
"715","SL12-029","SLRE","invPPfor-SL12-029-sep",2012,"PONARpetite"
"716","SL12-030","SLRE","invHDfor-SL12-030-sep",2012,"hesterdendy"
"717","SL12-030","SLRE","invPPfor-SL12-030-sep",2012,"PONARpetite"
"718","SL12-031","SLRE","invHDfor-SL12-031-sep",2012,"hesterdendy"
"719","SL12-031","SLRE","invPPfor-SL12-031-sep",2012,"PONARpetite"
"720","SL12-032","SLRE","invPPfor-SL12-032-sep",2012,"PONARpetite"
"721","SL12-032","SLRE","invBSeth-SL12-032-sep",2012,"benthicsled"
"722","SL12-033","SLRE","invHDfor-SL12-033-sep",2012,"hesterdendy"
"723","SL12-033","SLRE","invPPfor-SL12-033-sep",2012,"PONARpetite"
"724","SL12-034","SLRE","invPPfor-SL12-034-sep",2012,"PONARpetite"
"725","SL12-034","SLRE","invHDfor-SL12-034-sep",2012,"hesterdendy"
"726","SL12-035","SLRE","invPPfor-SL12-035-sep",2012,"PONARpetite"
"727","SL12-035","SLRE","invBSeth-SL12-035-sep",2012,"benthicsled"
"728","SL12-036","SLRE","invBSeth-SL12-036-sep",2012,"benthicsled"
"729","SL12-036","SLRE","invPPfor-SL12-036-sep",2012,"PONARpetite"
"730","SL12-037","SLRE",NA,NA,NA
"731","SL12-038","SLRE",NA,NA,NA
"732","SL12-039","SLRE","invBSeth-SL12-039-sep",2012,"benthicsled"
"733","SL12-039","SLRE","invPPfor-SL12-039-sep",2012,"PONARpetite"
"734","SL12-040","SLRE","invPPfor-SL12-040-sep",2012,"PONARpetite"
"735","SL12-040","SLRE","invBSeth-SL12-040-sep",2012,"benthicsled"
"736","SL12-041","SLRE","invBSeth-SL12-041-sep",2012,"benthicsled"
"737","SL12-041","SLRE","invPPfor-SL12-041-sep",2012,"PONARpetite"
"738","SL12-042","SLRE","invBSeth-SL12-042-sep",2012,"benthicsled"
"739","SL12-042","SLRE","invPPfor-SL12-042-sep",2012,"PONARpetite"
"740","SL12-043","SLRE","invPPfor-SL12-043-sep",2012,"PONARpetite"
"741","SL12-043","SLRE","invBSeth-SL12-043-sep",2012,"benthicsled"
"742","SL12-044","SLRE","invPPfor-SL12-044-sep",2012,"PONARpetite"
"743","SL12-044","SLRE","invHDfor-SL12-044-sep",2012,"hesterdendy"
"744","SL12-045","SLRE","invBSeth-SL12-045-sep",2012,"benthicsled"
"745","SL12-045","SLRE","invPPfor-SL12-045-sep",2012,"PONARpetite"
"746","SL12-046","SLRE","invBSeth-SL12-046-sep",2012,"benthicsled"
"747","SL12-046","SLRE","invPPfor-SL12-046-sep",2012,"PONARpetite"
"748","SL12-047","SLRE","invBSeth-SL12-047-sep",2012,"benthicsled"
"749","SL12-047","SLRE","invPPfor-SL12-047-sep",2012,"PONARpetite"
"750","SL12-048","SLRE","invPPfor-SL12-048-sep",2012,"PONARpetite"
"751","SL12-048","SLRE","invBSeth-SL12-048-sep",2012,"benthicsled"
"752","SL12-049","SLRE","invBSeth-SL12-049-sep",2012,"benthicsled"
"753","SL12-049","SLRE","invPPfor-SL12-049-sep",2012,"PONARpetite"
"754","SL12-050","SLRE","invBSeth-SL12-050-sep",2012,"benthicsled"
"755","SL12-050","SLRE","invPPfor-SL12-050-sep",2012,"PONARpetite"
"756","SL12-051","SLRE","invPPfor-SL12-051-sep",2012,"PONARpetite"
"757","SL12-052","SLRE","invPPfor-SL12-052-sep",2012,"PONARpetite"
"758","SL12-053","SLRE","invSWfor-SL12-053-sep",2012,"sweepnet"
"759","SL12-053","SLRE","invPPfor-SL12-053-sep",2012,"PONARpetite"
"760","SL12-053","SLRE","invHDfor-SL12-053-sep",2012,"hesterdendy"
"761","SL12-054","SLRE","invPPfor-SL12-054-sep",2012,"PONARpetite"
"762","SL12-055","SLRE",NA,NA,NA
"763","SL12-056","SLRE","invPPfor-SL12-056-sep",2012,"PONARpetite"
"764","SL12-057","SLRE","invHDfor-SL12-057-sep",2012,"hesterdendy"
"765","SL12-057","SLRE","invPPfor-SL12-057-sep",2012,"PONARpetite"
"766","SL12-058","SLRE","invPPfor-SL12-058-sep",2012,"PONARpetite"
"767","SL12-059","SLRE","invPPfor-SL12-059-sep",2012,"PONARpetite"
"768","SL12-060","SLRE","invSWfor-SL12-060-sep",2012,"sweepnet"
"769","SL12-060","SLRE","invPPfor-SL12-060-sep",2012,"PONARpetite"
"770","SL12-060","SLRE","invHDfor-SL12-060-sep",2012,"hesterdendy"
"771","SL12-061","SLRE","invPPfor-SL12-061-sep",2012,"PONARpetite"
"772","SL12-062","SLRE","invPPfor-SL12-062-sep",2012,"PONARpetite"
"773","SL12-063","SLRE","invSWfor-SL12-063-sep",2012,"sweepnet"
"774","SL12-063","SLRE","invPPfor-SL12-063-sep",2012,"PONARpetite"
"775","SL12-065","SLRE",NA,NA,NA
"776","SL12-066","SLRE","invPPfor-SL12-066-sep",2012,"PONARpetite"
"777","SL12-067","SLRE",NA,NA,NA
"778","SL12-068","SLRE",NA,NA,NA
"779","SL12-069","SLRE",NA,NA,NA
"780","SL12-070","SLRE","invPPfor-SL12-070-sep",2012,"PONARpetite"
"781","SL12-071","SLRE",NA,NA,NA
"782","SL12-072","SLRE",NA,NA,NA
"783","SL12-073","SLRE","invPPfor-SL12-073-sep",2012,"PONARpetite"
"784","SL12-074","SLRE",NA,NA,NA
"785","SL12-075","SLRE",NA,NA,NA
"786","SL12-076","SLRE",NA,NA,NA
"787","SL12-077","SLRE",NA,NA,NA
"788","SL12-078","SLRE",NA,NA,NA
"789","SL12-079","SLRE",NA,NA,NA
"790","SL12-080","SLRE",NA,NA,NA
"791","SL12-081","SLRE",NA,NA,NA
"792","SL12-082","SLRE",NA,NA,NA
"793","SL12-083","SLRE",NA,NA,NA
"794","SL12-084","SLRE",NA,NA,NA
"795","SL12-085","SLRE",NA,NA,NA
"796","SL12-086","SLRE",NA,NA,NA
"797","SL12-087","SLRE",NA,NA,NA
"798","SL12-088","SLRE",NA,NA,NA
"799","SL12-090","SLRE",NA,NA,NA
"800","SL12-091","SLRE",NA,NA,NA
"801","SL12-092","SLRE",NA,NA,NA
"802","SL12-093","SLRE",NA,NA,NA
"803","SL12-094","SLRE",NA,NA,NA
"804","SL12-095","SLRE",NA,NA,NA
"805","SL12-096","SLRE","invSWfor-SL12-096-sep",2012,"sweepnet"
"806","SL12-097","SLRE",NA,NA,NA
"807","SL12-098","SLRE",NA,NA,NA
"808","SL12-099","SLRE",NA,NA,NA
"809","SL12-100","SLRE",NA,NA,NA
"810","SL12-101","SLRE","invSWfor-SL12-101-sep",2012,"sweepnet"
"811","SL12-102","SLRE",NA,NA,NA
"812","SL12-103","SLRE","invBSfor-SL12-103-sep",2012,"benthicsled"
"813","SL12-104","SLRE",NA,NA,NA
"814","SL12-105","SLRE",NA,NA,NA
"815","SL12-106","SLRE",NA,NA,NA
"816","SL12-108","SLRE",NA,NA,NA
"817","SL12-109","SLRE",NA,NA,NA
"818","SL12-110","SLRE",NA,NA,NA
"819","SL12-111","SLRE",NA,NA,NA
"820","SL12-112","SLRE",NA,NA,NA
"821","SL12-113","SLRE",NA,NA,NA
"822","SL12-117","SLRE",NA,NA,NA
"823","SL12-118","SLRE",NA,NA,NA
"824","SL12-119","SLRE",NA,NA,NA
"825","SL12-120","SLRE",NA,NA,NA
"826","SL12-121","SLRE","invSWfor-SL12-121-sep",2012,"sweepnet"
"827","SL12-122","SLRE",NA,NA,NA
"828","SL12-123","SLRE",NA,NA,NA
"829","SL12-125","SLRE",NA,NA,NA
"830","SL12-126","SLRE",NA,NA,NA
"831","SL12-130","SLRE","invSWfor-SL12-130-sep",2012,"sweepnet"
"832","SL12-130","SLRE","invBSeth-SL12-130-sep",2012,"benthicsled"
"833","SL12-131","SLRE",NA,NA,NA
"834","SL12-132","SLRE",NA,NA,NA
"835","SL12-138","SLRE",NA,NA,NA
"836","SL12-140","SLRE",NA,NA,NA
"837","SL12-148","SLRE",NA,NA,NA
"838","SL12-149","SLRE",NA,NA,NA
"839","SL12-150","SLRE",NA,NA,NA
"840","SL12-153","SLRE",NA,NA,NA
"841","SL12-154","SLRE",NA,NA,NA
"842","SL12-155","SLRE",NA,NA,NA
"843","SL12-156","SLRE",NA,NA,NA
"844","SL12-159","SLRE",NA,NA,NA
"845","SL12-160","SLRE",NA,NA,NA
"846","SL12-163","SLRE",NA,NA,NA
"847","SL12-165","SLRE",NA,NA,NA
"848","SL12-167","SLRE",NA,NA,NA
"849","SL12-168","SLRE",NA,NA,NA
"850","SL12-169","SLRE",NA,NA,NA
"851","SL12-171","SLRE",NA,NA,NA
"852","SL12-175","SLRE",NA,NA,NA
"853","SL12-177","SLRE",NA,NA,NA
"854","SL12-178","SLRE",NA,NA,NA
"855","SL12-183","SLRE",NA,NA,NA
"856","SL12-184","SLRE",NA,NA,NA
"857","SL12-189","SLRE","invBSeth-SL12-189-sep",2012,"benthicsled"
"858","SL12-191","SLRE","invSWfor-SL12-191-sep",2012,"sweepnet"
"859","SL12-236","SLRE","invBSeth-SL12-236-sep",2012,"benthicsled"
"860","SL12-292","SLRE","invSWfor-SL12-292-sep",2012,"sweepnet"
"861","SL12-444","SLRE","invSWfor-SL12-444-sep",2012,"sweepnet"
"862","SL12-445","SLRE","invSWfor-SL12-445-sep",2012,"sweepnet"
"863","SL12-557","SLRE","invSWfor-SL12-557-sep",2012,"sweepnet"
"864","SL12-978","SLRE","invSWfor-SL12-978-sep",2012,"sweepnet"
"865","SL13-200","SLRE",NA,NA,NA
"866","SL13-201","SLRE",NA,NA,NA
"867","SL13-202","SLRE",NA,NA,NA
"868","SL13-203","SLRE",NA,NA,NA
"869","SL13-204","SLRE",NA,NA,NA
"870","SL13-205","SLRE",NA,NA,NA
"871","SL13-206","SLRE",NA,NA,NA
"872","SL13-207","SLRE",NA,NA,NA
"873","SL13-208","SLRE",NA,NA,NA
"874","SL13-210","SLRE",NA,NA,NA
"875","SL13-211","SLRE",NA,NA,NA
"876","SL13-212","SLRE",NA,NA,NA
"877","SL13-213","SLRE",NA,NA,NA
"878","SL13-214","SLRE",NA,NA,NA
"879","SL13-215","SLRE",NA,NA,NA
"880","SL13-216","SLRE",NA,NA,NA
"881","SL13-217","SLRE",NA,NA,NA
"882","SL13-218","SLRE",NA,NA,NA
"883","SL13-219","SLRE",NA,NA,NA
"884","SL13-220","SLRE",NA,NA,NA
"885","SL13-221","SLRE",NA,NA,NA
"886","SL13-222","SLRE",NA,NA,NA
"887","SL13-223","SLRE",NA,NA,NA
"888","SL13-224","SLRE",NA,NA,NA
"889","SL13-225","SLRE",NA,NA,NA
"890","SL13-226","SLRE",NA,NA,NA
"891","SL13-227","SLRE",NA,NA,NA
"892","SL13-228","SLRE",NA,NA,NA
"893","SL13-229","SLRE",NA,NA,NA
"894","SL13-230","SLRE",NA,NA,NA
"895","SL13-231","SLRE",NA,NA,NA
"896","SL13-232","SLRE",NA,NA,NA
"897","SL13-233","SLRE",NA,NA,NA
"898","SL13-234","SLRE",NA,NA,NA
"899","SL13-235","SLRE",NA,NA,NA
"900","SL13-236","SLRE",NA,NA,NA
"901","SL13-237","SLRE",NA,NA,NA
"902","SL13-238","SLRE",NA,NA,NA
"903","SL13-239","SLRE",NA,NA,NA
"904","SL13-240","SLRE",NA,NA,NA
"905","SL13-242","SLRE",NA,NA,NA
"906","SL13-243","SLRE",NA,NA,NA
"907","SL13-244","SLRE",NA,NA,NA
"908","SL13-245","SLRE",NA,NA,NA
"909","SL13-246","SLRE",NA,NA,NA
"910","SL13-247","SLRE",NA,NA,NA
"911","SL13-248","SLRE",NA,NA,NA
"912","SL13-249","SLRE",NA,NA,NA
"913","SL13-250","SLRE",NA,NA,NA
"914","SL13-251","SLRE",NA,NA,NA
"915","SL13-252","SLRE",NA,NA,NA
"916","SL13-253","SLRE",NA,NA,NA
"917","SL13-254","SLRE",NA,NA,NA
"918","SL13-255","SLRE",NA,NA,NA
"919","SL13-256","SLRE",NA,NA,NA
"920","SL13-259","SLRE",NA,NA,NA
"921","SL13-260","SLRE",NA,NA,NA
"922","SL13-261","SLRE",NA,NA,NA
"923","SL13-262","SLRE",NA,NA,NA
"924","SL13-263","SLRE",NA,NA,NA
"925","SL13-264","SLRE",NA,NA,NA
"926","SL13-265","SLRE",NA,NA,NA
"927","SL13-266","SLRE",NA,NA,NA
"928","SL13-267","SLRE",NA,NA,NA
"929","SL13-268","SLRE",NA,NA,NA
"930","SL13-269","SLRE",NA,NA,NA
"931","SL13-270","SLRE",NA,NA,NA
"932","SL13-271","SLRE",NA,NA,NA
"933","SL13-272","SLRE",NA,NA,NA
"934","SL13-273","SLRE",NA,NA,NA
"935","SL13-274","SLRE",NA,NA,NA
"936","SL13-275","SLRE",NA,NA,NA
"937","SL13-276","SLRE",NA,NA,NA
"938","SL13-277","SLRE",NA,NA,NA
"939","SL13-278","SLRE",NA,NA,NA
"940","SL13-279","SLRE",NA,NA,NA
"941","SL13-280","SLRE",NA,NA,NA
"942","SL13-282","SLRE",NA,NA,NA
"943","SL13-283","SLRE",NA,NA,NA
"944","SL13-284","SLRE",NA,NA,NA
"945","SL13-285","SLRE",NA,NA,NA
"946","SL13-286","SLRE",NA,NA,NA
"947","SL13-287","SLRE",NA,NA,NA
"948","SL13-288","SLRE",NA,NA,NA
"949","SL13-289","SLRE",NA,NA,NA
"950","SL13-290","SLRE",NA,NA,NA
"951","SL13-291","SLRE",NA,NA,NA
"952","SL13-292","SLRE",NA,NA,NA
"953","SL13-293","SLRE",NA,NA,NA
"954","SL13-294","SLRE",NA,NA,NA
"955","SL13-295","SLRE",NA,NA,NA
"956","SL13-296","SLRE",NA,NA,NA
"957","SL13-298","SLRE",NA,NA,NA
"958","SL13-299","SLRE",NA,NA,NA
"959","SL13-300","SLRE",NA,NA,NA
"960","SL13-301","SLRE",NA,NA,NA
"961","SL13-302","SLRE",NA,NA,NA
"962","SL13-303","SLRE",NA,NA,NA
"963","SL13-304","SLRE",NA,NA,NA
"964","SL13-305","SLRE",NA,NA,NA
"965","SL13-306","SLRE",NA,NA,NA
"966","SL13-307","SLRE",NA,NA,NA
"967","SL13-308","SLRE",NA,NA,NA
"968","SL13-309","SLRE",NA,NA,NA
"969","SL13-310","SLRE",NA,NA,NA
"970","SL13-311","SLRE",NA,NA,NA
"971","SL13-312","SLRE",NA,NA,NA
"972","SL13-313","SLRE",NA,NA,NA
"973","SL13-314","SLRE",NA,NA,NA
"974","SL13-315","SLRE",NA,NA,NA
"975","SL13-316","SLRE",NA,NA,NA
"976","SL13-318","SLRE",NA,NA,NA
"977","SL13-319","SLRE",NA,NA,NA
"978","SL13-320","SLRE",NA,NA,NA
"979","SL13-321","SLRE",NA,NA,NA
"980","SL13-322","SLRE",NA,NA,NA
"981","SL13-323","SLRE",NA,NA,NA
"982","SL13-324","SLRE",NA,NA,NA
"983","SL13-325","SLRE",NA,NA,NA
"984","SL13-326","SLRE",NA,NA,NA
"985","SL13-BSfix","SLRE",NA,NA,NA
"986","SL13-DNAbillpk","SLRE","InvLTeth-SL13-DNAbillpk-sep",2013,"lighttrapbugs"
"987","SL13-DNAbillpk","SLRE","InvSWeth-SL13-DNAbillpk-sep",2013,"sweepnet"
"988","SL13-DNAbillpk","SLRE","InvBSeth-SL13-DNAbillpk-sep",2013,"benthicsled"
"989","SL13-DNAclough","SLRE","InvBSeth-SL13-DNAclough-sep",2013,"benthicsled"
"990","SL13-DNAclough","SLRE","InvLTeth-SL13-DNAclough-sep",2013,"lighttrapbugs"
"991","SL13-DNAclough","SLRE","InvSWeth-SL13-DNAclough-sep",2013,"sweepnet"
"992","SL13-DNAgarfld","SLRE","InvBSeth-SL13-DNAgarfld-sep",2013,"benthicsled"
"993","SL13-DNAgarfld","SLRE","InvPFeth-SL13-DNAgarfld-sep",2013,"PONARfull"
"994","SL13-DNAhowds","SLRE","InvPFeth-SL13-DNAhowds-sep",2013,"PONARfull"
"995","SL13-DNAhowds","SLRE","InvBSeth-SL13-DNAhowds-sep",2013,"benthicsled"
"996","SL13-DNAintisl","SLRE","InvPFeth-SL13-DNAintisl-sep",2013,"PONARfull"
"997","SL13-DNAintisl","SLRE","InvBSeth-SL13-DNAintisl-sep",2013,"benthicsled"
"998","SL13-DNAspirit","SLRE","InvLTeth-SL13-DNAspirit-sep",2013,"lighttrapbugs"
"999","SL13-DNAspirit","SLRE","InvSWeth-SL13-DNAspirit-sep",2013,"sweepnet"
"1000","SL13-DNAspirit","SLRE","InvBSeth-SL13-DNAspirit-sep",2013,"benthicsled"
"1001","SL13-DNAtallas","SLRE","InvSWeth-SL13-DNAtallas-sep",2013,"sweepnet"
"1002","SL13-DNAtallas","SLRE","InvLTeth-SL13-DNAtallas-sep",2013,"lighttrapbugs"
"1003","SL13-DNAtallas","SLRE","InvBSeth-SL13-DNAtallas-sep",2013,"benthicsled"
"1004","SL13-DNAwlssd","SLRE","InvPFeth-SL13-DNAwlssd-sep",2013,"PONARfull"
"1005","SL13-DNAwlssd","SLRE","InvBSeth-SL13-DNAwlssd-sep",2013,"benthicsled"
"1006","SL13-LTfix","SLRE",NA,NA,NA
"1007","SL13-LTloc1","SLRE",NA,NA,NA
"1008","SL13-LTloc2","SLRE",NA,NA,NA
"1009","SL13-LTloc3","SLRE",NA,NA,NA
"1010","SL13-LTloc4","SLRE",NA,NA,NA
"1011","SL13-LTloc5","SLRE",NA,NA,NA
"1012","SL13-NNfix","SLRE",NA,NA,NA
"1013","SL13-TSfix","SLRE",NA,NA,NA
"1014","SL13-TTfix","SLRE",NA,NA,NA
